date,ticker,close,momentum_5d,daily_return,rolling_mean_return_20d,sector_Communication Services,sector_Consumer Discretionary,sector_Consumer Staples,sector_Energy,sector_Financials,sector_Health Care,sector_Industrials,sector_Information Technology,sector_Materials,sector_Real Estate,sector_Utilities
2022-03-15 13:30:00,XLC,64.83999633789062,0.011228845297374335,0.019176319184036172,-0.003193080494229611,1,0,0,0,0,0,0,0,0,0,0
2022-03-16 13:30:00,XLC,66.62999725341797,0.00893392382966951,0.027606431471701276,-0.0025124135837817974,1,0,0,0,0,0,0,0,0,0,0
2022-03-17 13:30:00,XLC,67.3499984741211,0.02745988312070735,0.010805962034857952,-0.0016235610238035103,1,0,0,0,0,0,0,0,0,0,0
2022-03-18 13:30:00,XLC,68.2300033569336,0.05996582951142604,0.013066145549366803,0.00036212485612158174,1,0,0,0,0,0,0,0,0,0,0
2022-03-21 13:30:00,XLC,67.41999816894531,0.059729633776464564,-0.01187168618109069,0.00015858967883883857,1,0,0,0,0,0,0,0,0,0,0
2022-03-22 13:30:00,XLC,68.68000030517578,0.059222766566400464,0.018688848567943728,0.0016048273927435463,1,0,0,0,0,0,0,0,0,0,0
2022-03-23 13:30:00,XLC,67.73999786376953,0.01665917238642267,-0.01368669827066693,0.0017598230593140363,1,0,0,0,0,0,0,0,0,0,0
2022-03-24 13:30:00,XLC,68.8499984741211,0.022271715426636085,0.01638619198931579,0.001176690577922901,1,0,0,0,0,0,0,0,0,0,0
2022-03-25 13:30:00,XLC,69.18000030517578,0.013923448651650183,0.004793055023504911,0.0006082203320403989,1,0,0,0,0,0,0,0,0,0,0
2022-03-28 13:30:00,XLC,69.4000015258789,0.029368190606768874,0.003180127489630369,0.0008255966412072657,1,0,0,0,0,0,0,0,0,0,0
2022-03-29 13:30:00,XLC,70.61000061035156,0.02810134386429719,0.017435144926062573,0.002325550124686154,1,0,0,0,0,0,0,0,0,0,0
2022-03-30 13:30:00,XLC,70.11000061035156,0.03498675555538533,-0.007081149917547269,0.0015424336981386456,1,0,0,0,0,0,0,0,0,0,0
2022-03-31 13:30:00,XLC,68.77999877929688,-0.0010166985675464923,-0.01897021565363266,0.0011146791891428864,1,0,0,0,0,0,0,0,0,0,0
2022-04-01 13:30:00,XLC,69.29000091552734,0.0015900637448151844,0.007414977395783007,0.0022043735331889356,1,0,0,0,0,0,0,0,0,0,0
2022-04-04 13:30:00,XLC,71.19999694824219,0.025936532893188424,0.027565247618388078,0.005244539324754172,1,0,0,0,0,0,0,0,0,0,0
2022-04-05 13:30:00,XLC,70.29000091552734,-0.004531931625239349,-0.012780843703916855,0.004729949563137381,1,0,0,0,0,0,0,0,0,0,0
2022-04-06 13:30:00,XLC,68.9800033569336,-0.016117490280710745,-0.01863703999901878,0.002300906291584648,1,0,0,0,0,0,0,0,0,0,0
2022-04-07 13:30:00,XLC,68.37999725341797,-0.005815666370719841,-0.008698261442681043,0.0022369788773674514,1,0,0,0,0,0,0,0,0,0,0
2022-04-08 13:30:00,XLC,68.08000183105469,-0.017462823906551628,-0.004387180965385151,0.0029176962976256325,1,0,0,0,0,0,0,0,0,0,0
2022-04-11 13:30:00,XLC,67.19999694824219,-0.0561797776888634,-0.012926040821742202,0.002853966714745454,1,0,0,0,0,0,0,0,0,0,0
2022-04-12 13:30:00,XLC,66.6500015258789,-0.051785450878324646,-0.008184456061611,0.0014859279524630953,1,0,0,0,0,0,0,0,0,0,0
2022-04-13 13:30:00,XLC,67.62999725341797,-0.01957097764304372,0.01470361147941679,0.0008407869528488709,1,0,0,0,0,0,0,0,0,0,0
2022-04-14 13:30:00,XLC,66.4800033569336,-0.027785814167891054,-0.017004198479784183,-0.0005497210728832358,1,0,0,0,0,0,0,0,0,0,0
2022-04-18 13:30:00,XLC,66.26000213623047,-0.02673324979251135,-0.0033092841395018224,-0.001368492557326667,1,0,0,0,0,0,0,0,0,0,0
2022-04-19 13:30:00,XLC,67.58000183105469,0.005654834822465649,0.019921516031803144,0.00022116755331802462,1,0,0,0,0,0,0,0,0,0,0
2022-04-20 13:30:00,XLC,64.6500015258789,-0.030007501188479946,-0.04335602583291698,-0.0028810761667250107,1,0,0,0,0,0,0,0,0,0,0
2022-04-21 13:30:00,XLC,62.810001373291016,-0.07127008836132043,-0.02846094523062548,-0.003619788514722938,1,0,0,0,0,0,0,0,0,0,0
2022-04-22 13:30:00,XLC,61.31999969482422,-0.0776173796864168,-0.023722363411703418,-0.005625216284773899,1,0,0,0,0,0,0,0,0,0,0
2022-04-25 13:30:00,XLC,62.15999984741211,-0.06187748500805601,0.013698632693548207,-0.005179937401271734,1,0,0,0,0,0,0,0,0,0,0
2022-04-26 13:30:00,XLC,60.119998931884766,-0.11038772857419288,-0.03281854762765535,-0.00697987115713602,1,0,0,0,0,0,0,0,0,0,0
2022-04-27 13:30:00,XLC,58.77999877929688,-0.09079663740196986,-0.022288758755735993,-0.008966066341225949,1,0,0,0,0,0,0,0,0,0,0
2022-04-28 13:30:00,XLC,61.130001068115234,-0.026747337501097035,0.039979624661816926,-0.006613027612257738,1,0,0,0,0,0,0,0,0,0,0
2022-04-29 13:30:00,XLC,59.060001373291016,-0.0368558110368673,-0.03386225517185393,-0.007357629588168801,1,0,0,0,0,0,0,0,0,0,0
2022-05-02 13:30:00,XLC,60.68999862670898,-0.023648668344781743,0.02759900466502696,-0.006348428224706604,1,0,0,0,0,0,0,0,0,0,0
2022-05-03 13:30:00,XLC,60.84999847412109,0.012142374504420683,0.0026363462025469353,-0.0075948732954986605,1,0,0,0,0,0,0,0,0,0,0
2022-05-04 13:30:00,XLC,62.93999862670898,0.07077237042878792,0.0343467576827754,-0.005238493226164048,1,0,0,0,0,0,0,0,0,0,0
2022-05-05 13:30:00,XLC,60.619998931884766,-0.00834291063829995,-0.0368604980210423,-0.006149666127265224,1,0,0,0,0,0,0,0,0,0,0
2022-05-06 13:30:00,XLC,59.369998931884766,0.005248857964536668,-0.020620257704137446,-0.006745765940338044,1,0,0,0,0,0,0,0,0,0,0
2022-05-09 13:30:00,XLC,57.83000183105469,-0.04712468051359686,-0.025938978078758557,-0.007823355796006714,1,0,0,0,0,0,0,0,0,0,0
2022-05-10 13:30:00,XLC,58.09000015258789,-0.04535740987252446,0.004495907198702298,-0.00695225839498449,1,0,0,0,0,0,0,0,0,0,0
2022-05-11 13:30:00,XLC,57.040000915527344,-0.09374003558808364,-0.018075387059777293,-0.007446804944892804,1,0,0,0,0,0,0,0,0,0,0
2022-05-12 13:30:00,XLC,57.65999984741211,-0.048828755140669644,0.010869546317205492,-0.007638508203003369,1,0,0,0,0,0,0,0,0,0,0
2022-05-13 13:30:00,XLC,59.0099983215332,-0.006063678909015824,0.023413084940923534,-0.005617644031967984,1,0,0,0,0,0,0,0,0,0,0
2022-05-16 13:30:00,XLC,58.630001068115234,0.013833636723679765,-0.006439540149576706,-0.005774156832471728,1,0,0,0,0,0,0,0,0,0,0
2022-05-17 13:30:00,XLC,59.90999984741211,0.03133068841527864,0.0218318054916935,-0.0056786423594772095,1,0,0,0,0,0,0,0,0,0,0
2022-05-18 13:30:00,XLC,57.95000076293945,0.01595371375887189,-0.03271572507869602,-0.005146627321766161,1,0,0,0,0,0,0,0,0,0,0
